income,expenses,loanamount,term_years,loan_approved
83000,53500,69000,30,0
72000,27000,82000,20,1
161000,104000,284000,10,0
86000,47000,335000,30,0
79000,44000,202000,20,0
88000,35000,327000,20,0
62000,28500,235000,30,0
103000,44000,64000,15,1
86000,32500,263000,20,0
84000,49500,124000,20,0
56000,19000,106000,5,0
28000,14000,15000,5,0
60000,31000,175000,15,0
83000,56500,288000,20,0
62000,40000,52000,30,0
84000,41500,225000,15,0
68000,43500,95000,20,0
88000,54000,347000,10,0
46000,14500,32000,5,1
81000,54000,190000,30,0
56000,32000,192000,20,0
29000,16500,90000,20,0
70000,41000,169000,15,0
121000,47000,424000,10,0
31000,9500,122000,20,0
79000,31000,68000,10,0
99000,61000,75000,20,0
144000,77500,492000,5,0
60000,26500,81000,20,0
56000,22000,200000,20,0
40000,25000,68000,30,0
109000,52500,136000,30,0
49000,26500,80000,5,0
64000,19500,235000,10,0
20000,9500,62000,30,0
102000,31000,66000,20,1
110000,67500,436000,20,0
100000,40000,124000,15,0
27000,10000,60000,15,0
93000,62500,121000,30,0
25000,7500,37000,30,1
77000,29000,58000,20,1
81000,32000,228000,20,0
84000,53000,199000,10,0
91000,53000,258000,30,0
75000,51500,136000,5,0
20000,11500,70000,5,0
91000,36000,215000,20,0
78000,28500,301000,20,0
48000,29000,164000,20,0
28000,18500,68000,30,0
121000,80500,474000,15,0
112000,68000,146000,10,0
96000,59500,243000,5,0
55000,31000,162000,30,0
20000,12000,16000,15,0
98000,34000,226000,20,0
86000,37000,96000,20,0
64000,31000,184000,30,0
109000,61500,112000,30,0
100000,46500,325000,10,0
80000,36000,209000,20,0
76000,40000,81000,30,0
77000,35000,205000,15,0
95000,31500,50000,20,1
49000,33500,31000,20,0
88000,59000,111000,30,0
47000,15000,86000,5,0
115000,59000,116000,30,0
91000,53000,296000,20,0
54000,29500,48000,10,0
77000,34000,51000,20,0
49000,30500,26000,20,0
120000,65500,297000,10,0
124000,49000,312000,15,0
96000,52500,111000,20,0
122000,50000,174000,5,0
80000,43000,258000,20,0
98000,59500,355000,20,0
112000,47000,184000,10,0
75000,31000,152000,10,0
77000,45500,57000,15,0
103000,52000,356000,20,0
94000,33500,263000,15,0
52000,27000,40000,15,0
20000,11500,51000,20,0
70000,35000,60000,10,0
20000,11000,62000,20,0
45000,20000,43000,20,1
49000,32000,105000,15,0
58000,23000,173000,30,0
100000,41500,114000,20,1
106000,64500,90000,15,0
90000,29000,283000,15,0
94000,65500,289000,15,0
95000,52500,160000,5,0
20000,12500,25000,10,0
75000,40000,279000,5,0
21000,13000,58000,5,0
90000,42500,213000,10,0
20000,10500,29000,15,0
70000,39500,124000,20,0
91000,60000,153000,5,0
41000,13000,157000,10,0
104000,35500,102000,15,1
90000,52000,182000,20,0
86000,37500,56000,10,0
96000,55000,223000,20,0
64000,25000,221000,30,0
80000,44000,311000,15,0
75000,37000,119000,20,0
75000,26000,88000,10,1
55000,37000,147000,5,0
38000,23500,60000,15,0
65000,40000,55000,10,0
63000,36500,77000,10,0
53000,16500,30000,15,1
101000,50500,363000,5,0
40000,24000,73000,30,0
70000,27000,226000,20,0
110000,60000,307000,10,0
102000,68500,120000,5,0
111000,66500,209000,5,0
57000,29500,117000,20,0
99000,42000,275000,10,0
43000,24000,161000,10,0
67000,39000,78000,20,0
70000,39000,134000,5,0
58000,35000,70000,10,0
64000,26500,217000,15,0
60000,30000,185000,15,0
46000,24000,156000,30,0
101000,34000,324000,10,0
70000,26000,42000,20,0
81000,34000,116000,20,0
80000,25500,139000,10,1
77000,30500,255000,10,0
78000,39500,272000,30,0
66000,34000,142000,5,0
118000,47000,466000,30,0
98000,66500,231000,20,0
76000,37000,173000,15,0
62000,34500,147000,10,0
71000,22000,219000,15,0
88000,40500,160000,30,1
120000,62000,441000,20,0
34000,14500,82000,10,0
95000,35000,190000,30,0
109000,41500,148000,15,0
30000,14500,54000,5,0
70000,23000,197000,15,0
43000,17000,168000,20,0
88000,51500,223000,10,0
64000,24500,152000,30,0
71000,24500,111000,30,1
63000,21000,235000,15,0
97000,67500,257000,5,0
82000,27500,285000,30,0
82000,39000,60000,15,0
80000,40500,254000,5,0
92000,63000,131000,5,0
67000,44000,258000,5,0
126000,50000,127000,20,0
38000,12500,33000,15,1
23000,11000,39000,20,0
21000,7000,33000,5,0
20000,13000,79000,10,0
95000,55000,255000,15,0
92000,62500,297000,5,0
111000,58500,111000,30,0
43000,19000,171000,5,0
97000,48500,342000,15,0
77000,28000,294000,30,0
80000,39000,101000,10,0
94000,66000,153000,20,0
52000,30000,185000,10,0
153000,49500,276000,20,1
115000,68000,63000,15,0
59000,20000,223000,15,0
42000,19000,49000,10,0
72000,44000,40000,30,0
80000,28000,125000,20,1
107000,44500,310000,30,0
40000,15000,109000,20,0
84000,54500,101000,20,0
29000,10500,62000,15,0
88000,45500,253000,10,0
72000,29500,180000,15,0
133000,67000,405000,30,0
29000,10500,59000,20,0
116000,70000,217000,20,0
24000,13500,17000,20,0
35000,11000,127000,10,0
25000,17000,89000,30,0
83000,54500,167000,10,0
40000,17000,136000,10,0
35000,14500,94000,10,0
81000,40500,112000,10,0
89000,48500,100000,10,0
76000,31500,52000,20,1
70000,43500,197000,10,0
130000,43000,194000,10,0
79000,36500,288000,30,0
99000,51500,345000,5,0
79000,49000,238000,15,0
42000,27000,112000,10,0
91000,36000,341000,20,0
55000,22000,190000,5,0
72000,32000,102000,20,0
84000,39500,118000,30,0
20000,13000,12000,15,0
27000,8000,60000,5,0
102000,58500,214000,15,0
55000,21500,76000,15,0
57000,37000,221000,5,0
80000,34000,192000,30,0
63000,32500,65000,20,0
88000,38000,304000,20,0
73000,34500,150000,15,0
81000,41000,255000,30,0
54000,32500,95000,20,0
81000,28000,61000,30,1
108000,47500,429000,15,0
58000,32000,198000,15,0
102000,54500,130000,5,0
73000,44500,250000,10,0
97000,63500,323000,15,0
79000,26500,261000,20,1
74000,43500,101000,10,0
85000,35000,89000,20,1
111000,54500,255000,20,0
82000,45000,243000,20,0
89000,32000,193000,20,1
64000,28000,127000,15,0
122000,84000,259000,15,0
94000,33500,361000,10,0
77000,25500,288000,20,0
71000,45000,269000,10,0
104000,49000,161000,10,0
57000,32500,34000,10,0
22000,9500,86000,5,0
77000,29000,56000,15,1
111000,42500,421000,20,0
123000,46500,277000,30,1
72000,28500,182000,20,0
76000,29500,60000,30,1
91000,57000,339000,15,0
67000,34500,69000,10,0
90000,37500,323000,15,0
72000,31500,85000,10,0
105000,71500,121000,15,0
97000,36000,99000,20,1
99000,65000,104000,10,0
69000,41000,196000,30,0
133000,72500,68000,20,0
90000,49500,297000,20,0
82000,38500,250000,30,0
52000,24500,102000,30,0
72000,44500,246000,5,0
78000,48500,229000,10,0
51000,27000,199000,10,0
66000,40000,185000,5,0
70000,43500,189000,30,0
77000,33500,67000,30,0
22000,12000,80000,5,0
71000,33500,191000,30,0
64000,21500,138000,5,0
74000,41500,39000,5,0
106000,56500,239000,30,0
137000,46500,349000,20,0
95000,31000,284000,15,0
38000,15000,42000,5,0
65000,41000,54000,10,0
93000,30500,233000,15,1
89000,43000,307000,20,0
105000,39000,288000,30,1
72000,29000,229000,15,0
64000,39000,113000,5,0
128000,82000,154000,5,0
77000,41000,110000,10,0
44000,28500,54000,30,0
119000,76500,439000,15,0
30000,11500,112000,30,0
20000,11000,50000,10,0
98000,60000,269000,10,0
102000,53500,366000,10,0
87000,54000,140000,5,0
36000,20000,51000,15,0
73000,30000,265000,5,0
67000,38500,78000,30,0
59000,31500,236000,15,0
117000,64500,385000,15,0
44000,15000,158000,30,1
84000,29500,119000,5,0
111000,69500,386000,15,0
86000,40500,151000,30,0
112000,43000,224000,5,0
92000,31000,254000,15,0
88000,35500,339000,30,0
86000,36000,205000,20,0
93000,64500,244000,5,0
63000,40000,230000,10,0
36000,12000,47000,30,1
104000,62500,227000,30,0
110000,58000,393000,15,0
83000,32500,282000,5,0
59000,35500,42000,5,0
28000,8500,20000,10,1
78000,46000,275000,15,0
35000,23000,49000,10,0
30000,19500,52000,20,0
74000,45000,213000,20,0
52000,35000,147000,30,0
85000,49500,252000,20,0
70000,40000,56000,5,0
57000,17500,148000,30,1
24000,9000,52000,15,0
49000,30000,163000,20,0
51000,35500,53000,30,0
38000,22500,113000,15,0
65000,34500,206000,10,0
41000,15500,162000,15,0
70000,47500,185000,20,0
82000,46000,115000,10,0
50000,25000,173000,5,0
88000,56500,289000,5,0
34000,23000,21000,15,0
42000,19000,132000,5,0
72000,36500,210000,5,0
96000,33000,129000,5,0
101000,69000,259000,30,0
123000,43000,288000,5,0
64000,43000,92000,5,0
71000,26500,151000,30,0
44000,29000,52000,30,0
37000,18000,39000,15,0
82000,44000,311000,30,0
52000,16500,130000,10,0
112000,51500,374000,20,0
31000,15500,52000,30,0
90000,27500,152000,5,0
45000,25500,101000,10,0
50000,32000,175000,15,0
91000,28000,348000,30,0
55000,27500,37000,30,0
60000,19000,128000,10,0
51000,33000,182000,20,0
129000,47000,312000,30,1
56000,18000,116000,10,0
77000,49500,79000,15,0
69000,33000,142000,30,0
82000,27500,253000,5,0
57000,32000,164000,10,0
69000,40000,141000,30,0
87000,46000,277000,15,0
49000,21000,126000,20,0
108000,50500,158000,5,0
111000,75500,109000,30,0
93000,48000,264000,5,0
77000,35500,86000,30,0
20000,11500,25000,10,0
88000,29000,130000,20,1
63000,26000,241000,20,0
68000,26500,196000,30,0
20000,11500,75000,20,0
90000,48500,122000,15,0
32000,19500,85000,10,0
79000,37000,226000,10,0
102000,37500,390000,20,0
61000,23000,130000,15,0
111000,73000,305000,20,0
53000,17500,189000,15,0
93000,50000,93000,20,0
36000,14000,133000,5,0
106000,41000,175000,15,0
101000,34500,202000,30,1
89000,61500,202000,30,0
63000,20500,190000,5,0
33000,12000,35000,30,1
63000,28000,183000,20,0
108000,52000,90000,20,0
79000,53500,145000,20,0
28000,11000,75000,10,0
41000,24000,41000,10,0
113000,63500,321000,10,0
90000,45500,346000,30,0
38000,15500,146000,30,0
22000,8000,56000,20,0
56000,21000,130000,5,0
20000,9000,40000,15,0
70000,25000,147000,5,0
149000,104000,370000,10,0
27000,13000,55000,15,0
69000,35500,137000,10,0
114000,62500,172000,20,0
97000,36500,279000,30,0
71000,35000,252000,10,0
71000,23000,44000,15,1
40000,27500,155000,15,0
67000,33000,203000,15,0
82000,25500,44000,10,1
108000,58500,92000,10,0
56000,19000,211000,20,0
69000,42500,197000,15,0
47000,32000,33000,10,0
82000,54500,138000,5,0
99000,46500,356000,15,0
94000,55000,329000,30,0
40000,14500,47000,20,1
79000,26000,157000,5,0
55000,34500,172000,30,0
105000,60500,305000,30,0
70000,46500,59000,30,0
29000,19500,75000,10,0
68000,30000,40000,5,0
89000,38000,157000,10,0
82000,39000,190000,5,0
60000,34000,39000,20,0
57000,17000,197000,10,0
45000,23000,88000,20,0
63000,19500,121000,30,1
49000,23500,43000,5,0
104000,34500,225000,15,0
48000,25000,39000,30,0
79000,33500,81000,30,0
77000,38000,264000,10,0
103000,70500,298000,20,0
108000,47000,279000,30,0
96000,56500,218000,20,0
86000,49500,185000,5,0
44000,28500,169000,20,0
43000,18500,171000,20,0
50000,16000,92000,30,1
98000,67500,54000,20,0
77000,34500,284000,15,0
101000,38000,164000,30,1
105000,70000,392000,30,0
53000,20000,125000,15,0
76000,39000,295000,5,0
75000,45000,172000,15,0
65000,38500,131000,20,0
59000,18500,220000,30,1
111000,42500,335000,5,0
77000,50500,265000,30,0
75000,39000,57000,15,0
51000,29500,135000,5,0
95000,44000,270000,30,0
45000,27000,43000,5,0
89000,37000,138000,5,0
89000,35000,322000,30,0
63000,44000,82000,30,0
85000,31000,274000,20,0
81000,56000,48000,15,0
74000,49500,84000,15,0
75000,44000,51000,10,0
77000,41000,148000,10,0
79000,24000,96000,10,0
77000,42500,109000,15,0
42000,25500,95000,10,0
70000,41500,162000,20,0
83000,30500,103000,15,1
78000,40500,271000,5,0
104000,54000,174000,20,0
94000,52500,172000,30,0
49000,31000,178000,10,0
70000,40500,140000,30,0
66000,23500,83000,30,1
75000,23000,60000,10,1
75000,26500,212000,30,0
93000,29500,109000,15,1
80000,38000,263000,5,0
112000,46500,406000,5,0
82000,25000,187000,10,0
50000,16500,127000,20,0
61000,28000,46000,30,0
93000,63000,261000,20,0
27000,19000,100000,15,0
35000,11000,18000,30,1
75000,47500,94000,5,0
104000,51000,172000,20,1
114000,62500,383000,30,0
68000,34000,60000,5,0
107000,71500,219000,10,0
77000,38000,89000,15,0
29000,10500,107000,10,0
75000,46000,92000,15,0
56000,28500,89000,30,0
103000,35500,251000,5,0
74000,36000,58000,15,0
37000,21500,74000,15,0
30000,12500,48000,30,0
74000,49000,262000,15,0
20000,13000,66000,20,0
59000,31000,221000,20,0
82000,26500,121000,5,0
43000,23000,144000,30,0
105000,49000,354000,10,0
111000,65500,100000,30,0
44000,18000,99000,10,0
66000,36000,258000,10,0
105000,55000,358000,30,0
75000,38500,210000,15,0
33000,11500,76000,30,1
71000,35000,212000,20,0
49000,25500,162000,10,0
108000,72500,241000,15,0
93000,45000,288000,20,0
66000,36500,69000,20,0
79000,41500,148000,10,0
36000,13500,25000,20,1
52000,19500,165000,5,0
122000,72500,151000,20,0
77000,39000,83000,5,0
103000,68000,209000,15,0
82000,54500,194000,30,0
114000,47500,123000,5,0
20000,7000,35000,30,1
69000,30000,174000,5,0
124000,40500,102000,30,1
104000,63500,167000,30,0
115000,41000,163000,20,1
75000,48500,227000,20,0
59000,27500,64000,15,0
44000,18000,98000,20,0
42000,21000,69000,5,0
99000,53500,300000,30,0
90000,52500,348000,5,0
73000,32000,258000,10,0
90000,62500,208000,20,0
79000,37000,276000,30,0
104000,66000,310000,30,0
104000,32500,122000,10,0
43000,26500,126000,15,0
83000,43000,211000,15,0
25000,14000,30000,10,0
79000,35500,309000,30,0
93000,48000,312000,20,0
36000,24000,115000,20,0
63000,28500,247000,30,0
75000,25500,297000,15,0
82000,48000,178000,15,0
67000,33500,152000,20,0
40000,19000,139000,15,0
73000,44500,198000,10,0
25000,13000,19000,15,0
68000,37500,198000,15,0
62000,41500,134000,30,0
71000,23000,50000,30,1
58000,23500,215000,30,0
30000,20000,40000,15,0
64000,39500,245000,5,0
103000,38500,233000,5,0
113000,41500,311000,30,1
148000,93000,210000,10,0
126000,65500,498000,5,0
39000,25000,26000,20,0
63000,42000,222000,10,0
74000,24500,54000,30,1
72000,49500,265000,30,0
77000,45000,283000,10,0
147000,93000,263000,15,0
43000,23500,112000,5,0
54000,23000,188000,15,0
124000,67000,199000,15,0
57000,29000,54000,20,1
87000,58500,322000,15,0
106000,55500,81000,30,0
90000,28000,87000,20,1
81000,46500,91000,30,0
103000,33000,274000,15,0
48000,32500,78000,15,0
60000,29500,147000,20,0
91000,62500,294000,15,0
20000,6000,52000,10,0
117000,60000,431000,30,0
84000,33000,72000,15,0
80000,44500,299000,15,0
26000,13000,57000,15,0
36000,19000,25000,5,0
63000,28000,227000,10,0
99000,31500,89000,30,1
20000,7000,57000,5,0
99000,63500,148000,30,0
64000,37000,56000,20,0
68000,41500,235000,5,0
83000,29000,166000,10,0
83000,26500,222000,15,0
54000,16500,160000,20,1
94000,48000,229000,20,0
20000,10000,65000,30,0
61000,21000,137000,5,0
80000,35000,156000,10,0
65000,33500,204000,10,0
20000,11500,25000,15,0
98000,61000,372000,10,0
38000,21000,59000,15,0
73000,23000,46000,20,1
80000,43000,192000,10,0
76000,25500,118000,15,1
110000,58000,116000,30,0
73000,33000,237000,5,0
88000,36500,226000,10,0
73000,36000,188000,10,0
93000,42000,214000,10,0
117000,74000,323000,15,0
79000,31000,295000,20,0
98000,35000,162000,5,0
119000,75500,324000,10,0
116000,46000,376000,20,0
63000,19500,76000,20,1
106000,48000,325000,30,0
82000,51500,151000,10,0
109000,51500,375000,30,0
92000,45000,141000,30,0
83000,26500,243000,30,1
88000,51500,201000,20,0
83000,36500,259000,15,0
84000,49500,281000,10,0
70000,32500,65000,5,0
67000,34000,95000,20,0
128000,68500,179000,5,0
89000,33500,59000,10,0
58000,24000,223000,30,0
67000,36000,164000,5,0
107000,67500,136000,10,0
53000,36500,131000,30,0
31000,16000,105000,5,0
33000,11000,35000,30,1
23000,15500,64000,20,0
36000,17000,37000,20,0
40000,13500,139000,30,0
117000,80500,157000,5,0
74000,30500,194000,5,0
64000,36000,36000,20,0
32000,11500,16000,5,0
71000,41500,205000,15,0
23000,16000,16000,5,0
64000,44500,79000,5,0
137000,48000,519000,5,0
95000,57500,262000,5,0
69000,39000,98000,5,0
96000,59500,274000,10,0
59000,25500,235000,5,0
51000,23500,103000,15,0
126000,55000,288000,10,0
41000,25000,97000,10,0
64000,40000,68000,20,0
84000,33500,199000,15,0
47000,25000,127000,20,0
95000,33500,210000,20,0
66000,20000,139000,15,1
95000,51500,121000,15,0
93000,59000,236000,5,0
68000,45000,164000,5,0
126000,69000,473000,20,0
55000,34500,98000,15,0
115000,53000,340000,10,0
110000,71500,357000,15,0
128000,78000,419000,20,0
80000,34000,198000,20,0
51000,27500,137000,15,0
137000,44000,453000,20,0
65000,23500,39000,15,1
51000,34500,64000,5,0
69000,21000,161000,5,0
46000,17500,141000,30,0
91000,32500,103000,30,1
57000,33000,202000,15,0
66000,22500,152000,20,0
104000,32000,190000,15,0
94000,63000,97000,30,0
75000,48500,184000,30,0
80000,35500,261000,10,0
75000,25500,120000,20,1
62000,35500,139000,10,0
75000,49000,84000,30,0
90000,62000,127000,10,0
71000,25000,207000,5,0
88000,47500,342000,5,0
50000,23500,132000,20,0
57000,20500,154000,5,0
53000,33000,190000,30,0
58000,35500,66000,5,0
114000,78000,382000,30,0
97000,32500,340000,30,1
43000,17000,126000,15,0
88000,55500,55000,20,0
63000,29000,236000,5,0
55000,27000,142000,10,0
30000,16500,38000,30,0
104000,48000,229000,20,0
34000,10500,85000,5,0
73000,39500,57000,15,0
47000,18500,121000,30,1
98000,67500,262000,30,0
65000,37500,213000,10,0
71000,45000,265000,20,0
72000,49000,152000,5,0
84000,27500,124000,15,0
75000,27000,216000,20,0
74000,46000,76000,10,0
59000,38500,50000,5,0
28000,8500,91000,20,0
41000,28000,144000,10,0
97000,46500,325000,20,0
66000,32000,238000,30,0
55000,36000,81000,20,0
33000,13500,89000,10,0
23000,12500,61000,15,0
54000,23500,35000,5,0
102000,35000,60000,20,1
58000,25500,207000,30,0
87000,32000,49000,30,1
57000,29000,174000,10,0
94000,48000,188000,30,0
64000,30500,41000,20,0
38000,14000,132000,10,0
67000,23500,125000,30,1
130000,44500,400000,5,0
129000,44500,291000,30,1
90000,37500,319000,20,0
71000,21500,160000,15,1
84000,27500,264000,5,0
85000,41500,221000,5,0
74000,27500,239000,30,0
88000,35500,78000,10,0
81000,35500,141000,30,0
66000,21000,118000,20,1
39000,15000,35000,10,0
61000,37500,222000,30,0
99000,43000,142000,30,0
74000,27500,239000,30,0
84000,32000,185000,5,0
67000,46500,242000,5,0
43000,15500,131000,30,1
68000,45000,214000,10,0
44000,14500,97000,20,1
42000,27500,78000,20,0
111000,56000,238000,5,0
62000,33500,137000,5,0
53000,21000,37000,10,0
124000,82000,108000,30,0
99000,53000,150000,5,0
64000,36500,125000,30,0
88000,46000,65000,20,0
68000,24000,148000,20,0
54000,34500,137000,5,0
89000,33000,344000,10,0
65000,27000,56000,30,1
77000,43500,257000,10,0
106000,36000,324000,20,0
102000,68500,317000,5,0
58000,20500,201000,30,0
90000,51000,349000,5,0
41000,22500,112000,30,0
89000,51500,320000,20,0
79000,37500,74000,10,0
86000,39000,115000,10,0
66000,45500,120000,20,0
138000,86500,106000,30,0
48000,23500,61000,20,0
104000,39000,409000,30,0
44000,29000,136000,30,0
90000,50500,272000,5,0
92000,32500,218000,5,0
77000,28500,99000,15,0
60000,31000,56000,20,0
79000,39500,184000,15,0
83000,38500,233000,15,0
129000,60500,319000,10,0
49000,18000,103000,10,0
58000,23500,34000,5,0
84000,42000,218000,10,0
67000,22000,156000,10,0
72000,32000,107000,10,0
107000,41000,352000,30,0
20000,7500,58000,10,0
57000,20500,222000,20,0
23000,8000,52000,5,0
39000,14000,29000,20,0
147000,66000,551000,30,0
93000,31500,196000,5,0
104000,68500,414000,5,0
73000,36500,165000,30,0
98000,49000,193000,10,0
22000,8500,17000,20,1
106000,68500,99000,10,0
50000,31500,45000,30,0
59000,18500,162000,20,1
90000,53500,212000,20,0
84000,31500,332000,30,0
78000,40500,158000,20,0
34000,22000,36000,30,0
78000,52500,116000,30,0
104000,39000,344000,15,0
59000,40000,200000,10,0
114000,37500,104000,30,0
49000,32500,193000,10,0
75000,45500,130000,5,0
121000,80500,212000,20,0
55000,24500,82000,5,0
107000,72500,341000,10,0
134000,84000,507000,5,0
80000,34500,240000,15,0
59000,25500,49000,5,0
52000,23000,167000,10,0
114000,61000,368000,20,0
113000,42000,314000,5,0
118000,56000,138000,15,0
74000,24000,166000,30,1
106000,47000,65000,10,0
74000,42000,103000,15,0
49000,26500,140000,20,0
109000,46500,193000,5,0
124000,50000,132000,15,0
44000,19000,39000,15,0
44000,14500,140000,10,0
76000,30500,113000,30,0
104000,60500,403000,15,0
41000,15000,127000,10,0
82000,29000,142000,15,1
57000,36500,97000,15,0
96000,38000,95000,15,0
51000,20500,153000,5,0
98000,47500,219000,15,0
70000,34000,237000,10,0
